No.	NAME	C-001	C-002	C-003	C-004	C-005	C-006	C-007	C-008	C-009	C-010	C-011	C-012	C-013	C-014	C-015	C-016	C-017	C-018	C-019	C-020	C-021	C-022	C-023	C-024	C-025	C-026	C-027	C-028	C-029	C-030	C-031	C-032	C-033	C-034	C-035	C-036	C-037	C-038	C-039	C-040	C-041	C-042	C-043	C-044	H-046	H-047	H-048	H-049	H-050	H-051	H-052	H-053	H-054	H-055	O-056	O-057	O-058	O-059	O-060	O-061	O-062	O-063	Se-064	Se-065	N-066	N-067	N-068	N-069	N-070	N-071	N-072	N-073	N-074	N-075	N-076	N-077	N-078	N-079	F-081	F-082	F-083	F-084	F-085	Cl-086	Cl-087	Cl-088	Cl-089	Cl-090	Br-091	Br-092	Br-093	Br-094	Br-095	I-096	I-097	I-098	I-099	I-100	F-101	Cl-102	Br-103	I-104	S-106	S-107	S-108	S-109	S-110	Si-111	B-112	P-115	P-116	P-117	P-118	P-119	P-120
5618	Molecule5618	9	3	3	2	0	1	0	1	0	0	0	0	0	0	0	8	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	33	11	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5619	Molecule5619	6	4	0	2	1	0	0	0	0	0	0	0	0	0	0	8	3	0	2	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	22	16	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5620	Molecule5620	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	10	0	0	1	3	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5621	Molecule5621	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	7	1	1	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5622	Molecule5622	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5623	Molecule5623	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5624	Molecule5624	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	2	1	1	0	0	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	9	14	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5625	Molecule5625	6	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	8	6	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	18	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5626	Molecule5626	12	20	0	2	0	0	0	0	0	0	0	0	0	0	0	6	6	2	2	0	0	2	0	24	16	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	64	30	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5627	Molecule5627	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	4	0	2	0	0	0	0	7	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	27	14	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5628	Molecule5628	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5629	Molecule5629	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	4	1	1	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	25	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5630	Molecule5630	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5631	Molecule5631	6	4	1	2	0	0	0	0	0	0	0	0	0	0	0	8	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	26	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5632	Molecule5632	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	6	8	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	12	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5633	Molecule5633	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	3	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	9	0	1	0	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5634	Molecule5634	12	0	0	4	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	6	8	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	36	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5635	Molecule5635	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5636	Molecule5636	8	20	4	2	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0	0	4	0	32	10	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	68	36	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5637	Molecule5637	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	5	0	2	0	0	0	0	7	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	36	13	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5638	Molecule5638	12	20	2	0	0	0	0	0	0	0	0	0	0	0	0	6	6	2	2	0	0	2	0	10	6	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	66	16	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5639	Molecule5639	2	4	2	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	2	0	8	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	11	11	0	1	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5640	Molecule5640	10	8	0	0	0	2	0	0	0	0	0	0	0	0	0	6	6	2	2	0	0	2	0	24	12	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	30	34	2	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5641	Molecule5641	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5642	Molecule5642	4	40	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5643	Molecule5643	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	4	0	2	0	0	0	0	8	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5644	Molecule5644	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	2	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5645	Molecule5645	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5646	Molecule5646	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	22	4	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	22	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5647	Molecule5647	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5648	Molecule5648	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	13	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	20	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5649	Molecule5649	2	14	0	1	0	0	0	0	0	0	0	0	0	0	0	11	1	1	3	0	0	0	0	11	7	0	2	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	34	22	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5650	Molecule5650	4	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5651	Molecule5651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	1	0	0	0	0	18	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5652	Molecule5652	6	4	0	2	1	0	0	0	0	0	0	0	0	0	0	8	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	22	11	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5653	Molecule5653	6	5	1	2	0	0	0	0	0	0	0	0	0	0	0	8	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	28	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5654	Molecule5654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5655	Molecule5655	4	24	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	52	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5656	Molecule5656	4	48	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	100	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5657	Molecule5657	4	24	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	52	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5658	Molecule5658	4	48	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	100	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5659	Molecule5659	4	8	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	20	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5660	Molecule5660	4	40	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	84	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5661	Molecule5661	4	8	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	20	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5662	Molecule5662	4	40	0	0	0	4	0	0	0	0	0	0	0	0	0	8	2	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	84	24	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5663	Molecule5663	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	3	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5664	Molecule5664	4	16	0	0	0	4	0	0	0	0	0	0	0	0	0	10	4	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	36	26	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5665	Molecule5665	4	40	0	0	0	4	0	0	0	0	0	0	0	0	0	10	4	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	84	26	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5666	Molecule5666	4	40	0	0	0	4	0	0	0	0	0	0	0	0	0	10	4	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	84	26	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5667	Molecule5667	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	0	0	0	0	5	3	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	36	9	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5668	Molecule5668	4	32	0	0	0	4	0	0	0	0	0	0	0	0	0	10	4	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	68	26	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5669	Molecule5669	4	48	0	0	0	4	0	0	0	0	0	0	0	0	0	10	4	2	0	0	0	0	0	8	2	4	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	100	26	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5670	Molecule5670	1	2	1	0	0	2	0	0	0	0	0	0	2	0	0	2	0	1	1	0	0	0	0	11	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	17	1	1	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5671	Molecule5671	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	2	0	3	0	0	0	0	5	7	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	45	13	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5672	Molecule5672	3	10	0	0	0	1	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	21	12	0	0	1	3	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5673	Molecule5673	6	3	2	2	0	0	0	0	0	0	0	0	0	0	0	7	4	0	2	0	0	0	0	7	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	25	14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
